<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>,<OI>
CC_VNINDEX,20201110,225056,8261792250000,1073685083490,206018,632501950,839346150
CC_HNX-INDEX,20201110,19712,898050636600,126625564600,23496,103846300,132295700
CC_VNINDEX,20201109,194470,6984486000000,713571846490,166759,634771850,665648040
CC_HNX-INDEX,20201109,17120,658244716300,75814713900,17890,92574500,93008400
CC_VNINDEX,20201106,163842,4703670370000,447943675580,121210,466977190,478523260
CC_HNX-INDEX,20201106,15107,372187461300,44955700300,14978,82082000,69402000
CC_VNINDEX,20201105,172872,5403384180000,830436436170,149004,453660240,582514580
CC_HNX-INDEX,20201105,14896,480695989400,45056162278,15650,67364600,79647200
CC_VNINDEX,20201104,180916,6082172000000,782565749280,150350,594858110,585507550
CC_HNX-INDEX,20201104,15533,651091388100,78273836300,16541,83870600,86120700
CC_VNINDEX,20201103,170655,5783624000000,375318749400,144486,531061220,559194700
CC_HNX-INDEX,20201103,15370,484869622200,142022817000,15038,71486500,79175500
CC_VNINDEX,20201102,146051,4621523510000,611677306360,115453,504182630,476106540
CC_HNX-INDEX,20201102,13293,328492823200,48495736100,11765,65594600,68017400
CC_VNINDEX,20201030,187122,6053906000000,414542439600,125896,536236630,548297760
CC_HNX-INDEX,20201030,15711,408008714600,26548720500,12598,69852300,69361300
CC_VNINDEX,20201029,224474,7168957000000,633318715400,150965,668197190,605556060
CC_HNX-INDEX,20201029,17024,556096495000,62851941500,14191,80705500,75043600
CC_VNINDEX,20201028,225763,8170514590000,679048003430,168026,647114800,758395460
CC_HNX-INDEX,20201028,18883,837041146700,200669085200,17342,86554800,98132700
CC_VNINDEX,20201027,224398,7556496000000,949369014100,159339,669831470,734640530
CC_HNX-INDEX,20201027,18844,676225417800,114685457500,15875,84426500,90221200
CC_VNINDEX,20201026,205804,7867520670000,540648850950,189311,590066900,813732520
CC_HNX-INDEX,20201026,19095,776889022500,100554465700,19014,83853900,112252500
CC_VNINDEX,20201023,196690,7749572000000,1584629731290,193446,683108360,738008260
CC_HNX-INDEX,20201023,21602,671028668500,61112187600,21331,101311600,106942400
CC_VNINDEX,20201022,180095,6362457000000,780590413960,161236,599911120,586076490
CC_HNX-INDEX,20201022,18358,592046208100,37344568100,18609,79981100,87607100
CC_VNINDEX,20201021,201969,7113440320000,1114113644000,179667,607432990,739824420
CC_HNX-INDEX,20201021,18735,686097696200,21532606600,18442,70978900,94946300
CC_VNINDEX,20201020,209102,7688415300000,1199345630000,166567,692564120,706441110
CC_HNX-INDEX,20201020,18367,717223816800,53515049500,18377,83653700,95055100
CC_VNINDEX,20201019,195610,6862364000000,887164758310,170327,610762820,669548780
CC_HNX-INDEX,20201019,18388,740989720700,32123031400,19066,82442700,94500500
CC_VNINDEX,20201016,219701,7925981000000,1103279632850,187468,694253630,739231750
CC_HNX-INDEX,20201016,18913,617335068700,34185289300,19105,81070700,95191800
CC_VNINDEX,20201015,219760,8342979000000,798129330000,189955,685470310,824116800
CC_HNX-INDEX,20201015,21035,975624529100,89600347100,21967,103347400,109645100
CC_VNINDEX,20201014,209186,7538591360000,6199927728470,174259,685267080,700372160
CC_HNX-INDEX,20201014,21524,886847640800,16678710100,21550,100151900,107478700
CC_VNINDEX,20201013,184352,5562449550000,837350242800,147761,568615820,619393030
CC_HNX-INDEX,20201013,19626,471523048700,66431973400,17334,84937900,82119200
CC_VNINDEX,20201012,215825,7647049010000,969492531800,189996,642379410,793037950
CC_HNX-INDEX,20201012,21835,780534404600,204582804400,20417,95279100,118223800
CC_VNINDEX,20201009,188238,5749397000000,803198895250,161140,623788970,676242100
CC_HNX-INDEX,20201009,20637,689796643900,989128839300,21048,104447900,122384200
CC_VNINDEX,20201008,220436,7147432000000,512977444400,196025,757874050,885614040
CC_HNX-INDEX,20201008,23684,852091577600,99562147400,23026,118920100,118051700
CC_VNINDEX,20201007,238497,7814747000000,758864424200,207612,846093420,911318640
CC_HNX-INDEX,20201007,22360,904724820500,79680642500,22195,104816000,125680600
CC_VNINDEX,20201006,219752,7261577270000,597675582450,204658,860940740,857813180
CC_HNX-INDEX,20201006,23165,749867184800,9677633200,24345,111601700,114555100
CC_VNINDEX,20201005,202747,6426596700000,627567071450,193586,768653280,744375250
CC_HNX-INDEX,20201005,22468,934617722900,25159154800,25339,134120500,123094200
CC_VNINDEX,20201002,244760,8084594000000,418335919000,206923,843791990,959533020
CC_HNX-INDEX,20201002,28215,1278886959900,15895739700,26789,135714800,145377400
CC_VNINDEX,20201001,176417,5842023000000,791983035580,170578,605337080,646842670
CC_HNX-INDEX,20201001,19793,690327596200,27510716600,21181,105139500,104636600
CC_VNINDEX,20200930,186459,5478692950000,736745035800,145750,608093940,593851860
CC_HNX-INDEX,20200930,18577,533257783100,163548879100,16809,87018400,86350200
CC_VNINDEX,20200929,230149,7701568000000,559643077300,203231,707826740,824375280
CC_HNX-INDEX,20200929,20916,737037125300,204313985800,21571,106510000,117074200
CC_VNINDEX,20200928,184893,6247345000000,894890676000,172102,701165590,683716970
CC_HNX-INDEX,20200928,20206,670259997800,136073279600,22526,100504600,103451700
CC_VNINDEX,20200925,174885,5404691410000,765034807300,155871,593570340,635271350
CC_HNX-INDEX,20200925,20475,626023526100,279543865200,20353,90485900,101582300
CC_VNINDEX,20200924,183269,5580136530000,719321031060,160049,645053710,682824280
CC_HNX-INDEX,20200924,19661,560346743000,136416200200,19545,87183900,100390400
CC_VNINDEX,20200923,170583,5457215000000,891845888940,170967,615412420,628649430
CC_HNX-INDEX,20200923,19796,635906827000,136432928100,22085,104041300,104583400
CC_VNINDEX,20200922,198976,6126653000000,484387744500,154294,685013850,663464470
CC_HNX-INDEX,20200922,25038,859226441300,173785229500,25633,115830900,117804100
CC_VNINDEX,20200921,184708,6228072000000,1376619730420,174592,567113900,675222960
CC_HNX-INDEX,20200921,23540,777907870000,468417830600,25370,115426200,127331600
CC_VNINDEX,20200918,170459,5041033000000,1345438926450,151229,589341870,593315270
CC_HNX-INDEX,20200918,18160,470127539800,20551063700,21431,86427000,106162200
CC_VNINDEX,20200917,198040,5850438000000,496396182420,171168,654140690,723795660
CC_HNX-INDEX,20200917,21042,702386368400,68161740800,23640,98947900,119695200
CC_VNINDEX,20200916,156627,4386416000000,460987980950,149363,501489840,549253140
CC_HNX-INDEX,20200916,20430,521330523100,325990306700,21681,97217500,111818100
CC_VNINDEX,20200915,182644,5515956000000,994691034100,179005,603812850,689766020
CC_HNX-INDEX,20200915,22517,607902237200,95550909400,22877,102934200,110626200
CC_VNINDEX,20200914,174059,5222345000000,990881980200,160368,579227240,614636510
CC_HNX-INDEX,20200914,22072,607123703000,42783198500,20817,109406400,102994400
CC_VNINDEX,20200911,170102,4504250190000,871881013950,140811,514924790,564781440
CC_HNX-INDEX,20200911,22415,499446832300,15903787800,20906,94369100,100292300
CC_VNINDEX,20200910,173765,4859493230000,6038042955000,161764,525460210,612820530
CC_HNX-INDEX,20200910,19674,446611286900,98746011200,20052,88659300,92907400
CC_VNINDEX,20200909,199277,5127203320000,719852353100,134222,552248270,519352750
CC_HNX-INDEX,20200909,27226,507893438100,113218562100,19362,89224800,82406300
CC_VNINDEX,20200908,177064,4734094000000,623124824700,130832,514897720,518089890
CC_HNX-INDEX,20200908,23351,608045986100,74734305200,17792,95753700,94986900
CC_VNINDEX,20200907,208133,6400360000000,1000687714370,174375,616829680,717430390
CC_HNX-INDEX,20200907,22219,641268125500,42686005700,20236,86225000,105260300
CC_VNINDEX,20200904,214911,5863166000000,775388999970,156141,635526080,602408580
CC_HNX-INDEX,20200904,24353,612469317200,13079731200,19932,95110500,101898200
CC_VNINDEX,20200903,172472,6066115810000,1070880611450,183598,572655720,654149270
CC_HNX-INDEX,20200903,21577,552520253600,26296627900,20129,97866900,102695300
CC_VNINDEX,20200901,171792,4841889000000,952667771620,150283,571627160,535090140
CC_HNX-INDEX,20200901,19861,511213040400,125719961200,16243,90098900,91024200
CC_VNINDEX,20200831,189088,5630094130000,574361433650,183318,558360500,660662150
CC_HNX-INDEX,20200831,21416,623058565700,388511239800,19724,97869900,103078000
CC_VNINDEX,20200828,179725,5976032000000,1467971981400,184165,587399960,646556890
CC_HNX-INDEX,20200828,25669,674630812300,617301449100,22296,106137000,106078800
CC_VNINDEX,20200827,165962,4755331940000,861684656600,146202,563547590,557171330
CC_HNX-INDEX,20200827,19964,500995830500,572418302900,17846,88760500,91404800
CC_VNINDEX,20200826,189014,5605724000000,502149939330,161898,620000920,623233740
CC_HNX-INDEX,20200826,21574,697133417100,148328983000,20703,106786000,107654100
CC_VNINDEX,20200825,176189,5931023160000,1008186347500,189237,592796480,680570560
CC_HNX-INDEX,20200825,23258,604599242600,58525686800,22097,98890500,102372100
CC_VNINDEX,20200824,175428,5693773000000,775204889000,175207,623066730,627339050
CC_HNX-INDEX,20200824,21007,593097473600,195472657500,19860,90188900,93082000
CC_VNINDEX,20200821,146778,4440180000000,456652775260,144599,505508910,501357680
CC_HNX-INDEX,20200821,18637,488768833200,173675906400,17031,100334100,84923400
CC_VNINDEX,20200820,154962,4123952000000,2397094900600,130792,421716980,488700370
CC_HNX-INDEX,20200820,22037,729961254700,132382433400,17303,102389600,108220400
CC_VNINDEX,20200819,142289,3560547000000,367582302440,125005,423120130,436567540
CC_HNX-INDEX,20200819,20573,655285395700,180942361100,19529,93744000,96263300
CC_VNINDEX,20200818,131573,2999748000000,864166497400,111684,363600720,386961150
CC_HNX-INDEX,20200818,21018,409982496400,614015909700,16891,85128400,82043000
CC_VNINDEX,20200817,148007,3373135000000,394386921450,116001,437008890,406643680
CC_HNX-INDEX,20200817,16532,467761908300,152171925200,14262,86703100,76272200
