<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>,<OI>
NN_VNINDEX,20211224,84320,856070439,33407383,205270,1760553000,2226181000
NN_HNX-INDEX,20211224,84320,115794233,2998009,205270,1760553000,2226181000
NN_VNINDEX,20211223,84320,1267439407,93381413,205270,1760553000,2226181000
NN_HNX-INDEX,20211223,84320,162726570,6115163,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211223,84320,128578710,4762679,205270,1760553000,2226181000
NN_VNINDEX,20211222,84320,1032293743,36351136,205270,1760553000,2226181000
NN_HNX-INDEX,20211222,84320,142929260,8450670,205270,1760553000,2226181000
NN_VNINDEX,20211221,84320,867992218,34850428,205270,1760553000,2226181000
NN_HNX-INDEX,20211221,0,112214377,7229810,0,0,0
NN_VNINDEX,20211220,84320,910354780,52997576,205270,1760553000,2226181000
NN_HNX-INDEX,20211220,84320,122188466,9020125,205270,1760553000,2226181000
NN_VNINDEX,20211217,84320,1032891100,47640858,205270,1760553000,2226181000
NN_HNX-INDEX,20211217,84320,140772650,19086669,205270,1760553000,2226181000
NN_VNINDEX,20211216,84320,867439300,36920267,205270,1760553000,2226181000
NN_HNX-INDEX,20211216,84320,116229316,6133431,205270,1760553000,2226181000
NN_VNINDEX,20211215,84320,838899800,42494006,205270,1760553000,2226181000
NN_HNX-INDEX,20211215,84320,113321343,5421500,205270,1760553000,2226181000
NN_VNINDEX,20211214,84320,887700200,48312993,205270,1760553000,2226181000
NN_HNX-INDEX,20211214,84320,108959267,6599206,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211214,84320,84992731,13868539,205270,1760553000,2226181000
NN_VNINDEX,20211213,84320,787630800,47290202,205270,1760553000,2226181000
NN_HNX-INDEX,20211213,84320,110218472,3863782,205270,1760553000,2226181000
NN_VNINDEX,20211210,84320,759422200,16535447,205270,1760553000,2226181000
NN_HNX-INDEX,20211210,84320,103713936,7722148,205270,1760553000,2226181000
NN_VNINDEX,20211209,84320,610084100,30259054,205270,1760553000,2226181000
NN_HNX-INDEX,20211209,84320,88689393,4340142,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211209,84320,65231584,0,205270,1760553000,2226181000
NN_VNINDEX,20211208,84320,709378100,34844649,205270,1760553000,2226181000
NN_HNX-INDEX,20211208,84320,121746576,23243073,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211208,84320,61196993,5576031,205270,1760553000,2226181000
NN_VNINDEX,20211207,84320,662111000,60274970,205270,1760553000,2226181000
NN_HNX-INDEX,20211207,84320,105406716,12118624,205270,1760553000,2226181000
NN_VNINDEX,20211206,84320,975385500,22513240,205270,1760553000,2226181000
NN_HNX-INDEX,20211206,84320,139718001,16047222,205270,1760553000,2226181000
NN_VNINDEX,20211203,84320,997434600,60159690,205270,1760553000,2226181000
NN_HNX-INDEX,20211203,84320,154555857,5267775,205270,1760553000,2226181000
NN_VNINDEX,20211202,84320,719084000,17035297,205270,1760553000,2226181000
NN_HNX-INDEX,20211202,84320,124588722,9844417,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211202,84320,102579190,0,205270,1760553000,2226181000
NN_VNINDEX,20211201,84320,810951400,35416117,205270,1760553000,2226181000
NN_HNX-INDEX,20211201,84320,127854722,8704215,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211201,84320,97713552,0,205270,1760553000,2226181000
NN_VNINDEX,20211130,84320,1005714000,33693956,205270,1760553000,2226181000
NN_HNX-INDEX,20211130,84320,150675681,22941594,205270,1760553000,2226181000
NN_VNINDEX,20211129,84320,932067900,22976304,205270,1760553000,2226181000
NN_HNX-INDEX,20211129,84320,134632987,28973580,205270,1760553000,2226181000
NN_VNINDEX,20211126,84320,966269500,49576978,205270,1760553000,2226181000
NN_HNX-INDEX,20211126,84320,134886342,16558847,205270,1760553000,2226181000
NN_VNINDEX,20211125,84320,908516000,58690229,205270,1760553000,2226181000
NN_HNX-INDEX,20211125,84320,107182833,16053834,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211125,84320,89578670,8140773,205270,1760553000,2226181000
NN_VNINDEX,20211124,84320,1025021500,40731889,205270,1760553000,2226181000
NN_HNX-INDEX,20211124,84320,106888994,21724112,205270,1760553000,2226181000
NN_VNINDEX,20211123,84320,810865000,35295619,205270,1760553000,2226181000
NN_HNX-INDEX,20211123,84320,117228278,17615255,205270,1760553000,2226181000
NN_VNINDEX,20211122,84320,1177326300,55964300,205270,1760553000,2226181000
NN_HNX-INDEX,20211122,84320,181714349,4200290,205270,1760553000,2226181000
NN_VNINDEX,20211119,84320,1452208700,28810485,205270,1760553000,2226181000
NN_HNX-INDEX,20211119,84320,251744968,2994823,205270,1760553000,2226181000
NN_VNINDEX,20211118,84320,1016609500,36091291,205270,1760553000,2226181000
NN_HNX-INDEX,20211118,84320,169610273,2552180,205270,1760553000,2226181000
NN_HNX-INDEX,20211117,84320,141008494,7701655,205270,1760553000,2226181000
NN_VNINDEX,20211117,84320,800040000,22728216,205270,1760553000,2226181000
NN_HNX-INDEX,20211116,84320,192383427,1340736,205270,1760553000,2226181000
NN_VNINDEX,20211116,84320,1124412600,0,205270,1760553000,2226181000
NN_HNX-INDEX,20211115,84320,205943744,6443466,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211115,84320,164685885,2813800,205270,1760553000,2226181000
NN_VNINDEX,20211115,84320,1114244700,20228050,205270,1760553000,2226181000
NN_HNX-INDEX,20211112,84320,163647464,6931529,205270,1760553000,2226181000
NN_VNINDEX,20211112,84320,879182900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20211111,84320,182580037,7856811,205270,1760553000,2226181000
NN_HNX-INDEX,20211110,84320,151462653,2188278,205270,1760553000,2226181000
NN_HNX-INDEX,20211109,84320,143997180,15272965,205270,1760553000,2226181000
NN_HNX-INDEX,20211108,84320,160055390,10156337,205270,1760553000,2226181000
NN_HNX-INDEX,20211105,84320,145645595,1513946,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211105,84320,169668266,8645369,205270,1760553000,2226181000
NN_VNINDEX,20211105,84320,813598700,28188893,205270,1760553000,2226181000
NN_HNX-INDEX,20211104,84320,136633620,4456009,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211104,84320,105825111,2058132,205270,1760553000,2226181000
NN_VNINDEX,20211104,84320,860185400,34039808,205270,1760553000,2226181000
NN_HNX-INDEX,20211103,84320,217903339,4983240,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211103,84320,172750306,1574688,205270,1760553000,2226181000
NN_VNINDEX,20211103,84320,1411319400,47998105,205270,1760553000,2226181000
NN_HNX-INDEX,20211102,84320,179246716,10186646,205270,1760553000,2226181000
NN_VNINDEX,20211102,84320,939881300,35476563,205270,1760553000,2226181000
NN_HNX-INDEX,20211101,84320,172410817,3868691,205270,1760553000,2226181000
NN_VNINDEX,20211101,84320,1048323800,0,205270,1760553000,2226181000
NN_HNX-INDEX,20211029,84320,146529135,7356032,205270,1760553000,2226181000
NN_VNINDEX,20211029,84320,903703600,27003275,205270,1760553000,2226181000
NN_HNX-INDEX,20211028,84320,161353272,2233000,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211028,84320,122055384,1497572,205270,1760553000,2226181000
NN_VNINDEX,20211028,84320,793709800,32803319,205270,1760553000,2226181000
NN_HNX-INDEX,20211027,84320,136622565,15726343,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211027,84320,114437851,28675438,205270,1760553000,2226181000
NN_VNINDEX,20211027,84320,830868000,66738554,205270,1760553000,2226181000
NN_HNX-INDEX,20211026,84320,112083973,3108082,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211026,84320,82567460,5288420,205270,1760553000,2226181000
NN_VNINDEX,20211026,84320,666130300,40348401,205270,1760553000,2226181000
NN_HNX-INDEX,20211025,84320,145452317,7091611,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211025,84320,100609532,1078057,205270,1760553000,2226181000
NN_VNINDEX,20211025,84320,839836200,29155056,205270,1760553000,2226181000
NN_HNX-INDEX,20211022,84320,151946928,4274734,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211022,84320,170525783,2342268,205270,1760553000,2226181000
NN_VNINDEX,20211022,84320,722492800,49909372,205270,1760553000,2226181000
NN_HNX-INDEX,20211021,84320,117472539,2056943,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211021,84320,85113045,6388277,205270,1760553000,2226181000
NN_VNINDEX,20211021,84320,659155300,22685868,205270,1760553000,2226181000
NN_HNX-INDEX,20211020,84320,134513222,2056943,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211020,84320,108126690,6388277,205270,1760553000,2226181000
NN_VNINDEX,20211020,84320,771825800,32705254,205270,1760553000,2226181000
NN_HNX-INDEX,20211019,84320,107062090,8188347,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211019,84320,84625180,10831100,205270,1760553000,2226181000
NN_VNINDEX,20211019,84320,582318100,23552059,205270,1760553000,2226181000
NN_HNX-INDEX,20211018,84320,122617971,1744743,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211018,84320,117676505,2600296,205270,1760553000,2226181000
NN_VNINDEX,20211018,84320,740018700,28579557,205270,1760553000,2226181000
NN_HNX-INDEX,20211015,84320,114804809,4049977,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211015,84320,157997608,28337612,205270,1760553000,2226181000
NN_VNINDEX,20211015,84320,710519000,37176285,205270,1760553000,2226181000
NN_HNX-INDEX,20211014,84320,104451494,19064595,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211014,84320,80580394,8111915,205270,1760553000,2226181000
NN_VNINDEX,20211014,84320,669287500,28679114,205270,1760553000,2226181000
NN_HNX-INDEX,20211013,84320,90792164,24482812,205270,1760553000,2226181000
NN_VNINDEX,20211013,84320,581359400,34727391,205270,1760553000,2226181000
NN_VNINDEX,20211013,84320,581359400,34727391,205270,1760553000,2226181000
NN_HNX-INDEX,20211012,84320,105304905,1597353,205270,1760553000,2226181000
NN_VNINDEX,20211012,84320,680550900,31549786,205270,1760553000,2226181000
NN_HNX-INDEX,20211011,84320,93891275,5892005,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211011,84320,84242257,25547143,205270,1760553000,2226181000
NN_VNINDEX,20211011,84320,695144700,40440671,205270,1760553000,2226181000
NN_HNX-INDEX,20211008,84320,93761349,3658634,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211008,84320,125575743,8408028,205270,1760553000,2226181000
NN_VNINDEX,20211008,84320,580722600,26839876,205270,1760553000,2226181000
NN_HNX-INDEX,20211007,84320,102350938,5731844,205270,1760553000,2226181000
NN_UPCOM-INDEX,20211007,84320,99253664,3861803,205270,1760553000,2226181000
NN_VNINDEX,20211007,84320,640283100,31813116,205270,1760553000,2226181000
NN_HNX-INDEX,20211006,84320,98154211,0,205270,1760553000,2226181000
NN_VNINDEX,20211006,84320,575444400,0,205270,1760553000,2226181000
NN_VNINDEX,20211005,84320,555948300,0,205270,1760553000,2226181000
NN_HNX-INDEX,20211004,84320,142578738,7466939,205270,1760553000,2226181000
NN_VNINDEX,20211004,84320,683485400,0,205270,1760553000,2226181000
NN_HNX-INDEX,20211001,84320,114401451,14502707,205270,1760553000,2226181000
NN_VNINDEX,20211001,84320,584601900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210930,84320,90790991,24525721,205270,1760553000,2226181000
NN_VNINDEX,20210930,84320,420717600,36370498,205270,1760553000,2226181000
NN_HNX-INDEX,20210929,84320,105834165,33486864,205270,1760553000,2226181000
NN_VNINDEX,20210929,84320,545429900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210928,84320,135747769,23440159,205270,1760553000,2226181000
NN_VNINDEX,20210928,84320,567532100,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210927,84320,145857538,10027911,205270,1760553000,2226181000
NN_VNINDEX,20210927,84320,702783900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210924,84320,135420149,8281543,205270,1760553000,2226181000
NN_VNINDEX,20210924,84320,612874400,11529627,205270,1760553000,2226181000
NN_HNX-INDEX,20210923,84320,198931361,8784102,205270,1760553000,2226181000
NN_VNINDEX,20210923,84320,937843800,33833639,205270,1760553000,2226181000
NN_HNX-INDEX,20210922,84320,181337341,16244470,205270,1760553000,2226181000
NN_VNINDEX,20210922,84320,706204600,48865926,205270,1760553000,2226181000
NN_HNX-INDEX,20210921,84320,186032038,15869683,205270,1760553000,2226181000
NN_VNINDEX,20210921,84320,787035700,35048100,205270,1760553000,2226181000
NN_HNX-INDEX,20210920,84320,184463698,14672628,205270,1760553000,2226181000
NN_VNINDEX,20210920,84320,820277200,41247340,205270,1760553000,2226181000
NN_HNX-INDEX,20210917,84320,170223146,2475848,205270,1760553000,2226181000
NN_VNINDEX,20210917,84320,773922200,37965291,205270,1760553000,2226181000
NN_HNX-INDEX,20210916,84320,158039410,8500684,205270,1760553000,2226181000
NN_VNINDEX,20210916,84320,547188700,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210915,84320,169324999,2248599,205270,1760553000,2226181000
NN_HNX-INDEX,20210914,84320,165167846,5803492,205270,1760553000,2226181000
NN_HNX-INDEX,20210913,84320,167801093,16002043,205270,1760553000,2226181000
NN_VNINDEX,20210913,84320,719863400,29957020,205270,1760553000,2226181000
NN_HNX-INDEX,20210910,84320,120918564,25410496,205270,1760553000,2226181000
NN_HNX-INDEX,20210909,84320,107199548,17036595,205270,1760553000,2226181000
NN_HNX-INDEX,20210908,84320,117195072,16571468,205270,1760553000,2226181000
NN_VNINDEX,20210908,84320,580802100,23481112,205270,1760553000,2226181000
NN_HNX-INDEX,20210907,84320,169188700,10968851,205270,1760553000,2226181000
NN_VNINDEX,20210907,84320,829928300,15500878,205270,1760553000,2226181000
NN_HNX-INDEX,20210906,84320,184905701,9971156,205270,1760553000,2226181000
NN_HNX-INDEX,20210901,84320,134158328,7082082,205270,1760553000,2226181000
NN_VNINDEX,20210901,84320,656904200,31073124,205270,1760553000,2226181000
NN_HNX-INDEX,20210831,84320,144266182,7351228,205270,1760553000,2226181000
NN_VNINDEX,20210831,84320,700384100,16188255,205270,1760553000,2226181000
NN_HNX-INDEX,20210830,84320,135127385,9276440,205270,1760553000,2226181000
NN_VNINDEX,20210830,84320,619477300,27991205,205270,1760553000,2226181000
NN_HNX-INDEX,20210827,84320,133904022,6683274,205270,1760553000,2226181000
NN_VNINDEX,20210827,84320,622856200,22530154,205270,1760553000,2226181000
NN_HNX-INDEX,20210826,84320,118861055,10767734,205270,1760553000,2226181000
NN_VNINDEX,20210826,84320,489976000,18502843,205270,1760553000,2226181000
NN_HNX-INDEX,20210825,84320,100131640,21935167,205270,1760553000,2226181000
NN_VNINDEX,20210825,84320,469248200,37623683,205270,1760553000,2226181000
NN_HNX-INDEX,20210824,84320,161231198,13050288,205270,1760553000,2226181000
NN_VNINDEX,20210824,84320,634592900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210823,84320,167013336,11915332,205270,1760553000,2226181000
NN_VNINDEX,20210823,84320,747995000,25384610,205270,1760553000,2226181000
NN_HNX-INDEX,20210820,84320,259058299,21699833,205270,1760553000,2226181000
NN_VNINDEX,20210820,84320,1162172100,31201939,205270,1760553000,2226181000
NN_HNX-INDEX,20210819,84320,152453817,13184264,205270,1760553000,2226181000
NN_VNINDEX,20210819,84320,646885200,73451853,205270,1760553000,2226181000
NN_HNX-INDEX,20210818,84320,148042365,9301069,205270,1760553000,2226181000
NN_VNINDEX,20210818,84320,623257200,46884608,205270,1760553000,2226181000
NN_HNX-INDEX,20210817,84320,167412774,6570282,205270,1760553000,2226181000
NN_VNINDEX,20210817,84320,725626800,34369079,205270,1760553000,2226181000
NN_HNX-INDEX,20210816,84320,180611593,13060715,205270,1760553000,2226181000
NN_VNINDEX,20210816,84320,790657200,27023065,205270,1760553000,2226181000
NN_HNX-INDEX,20210813,84320,152505531,5912492,205270,1760553000,2226181000
NN_VNINDEX,20210813,84320,712033900,23832446,205270,1760553000,2226181000
NN_HNX-INDEX,20210812,84320,150231508,4673751,205270,1760553000,2226181000
NN_VNINDEX,20210812,84320,707595600,22931350,205270,1760553000,2226181000
NN_HNX-INDEX,20210811,84320,147929742,1297683,205270,1760553000,2226181000
NN_VNINDEX,20210811,84320,750543100,33901477,205270,1760553000,2226181000
NN_HNX-INDEX,20210810,84320,161591753,1253792,205270,1760553000,2226181000
NN_VNINDEX,20210810,84320,664188000,35744370,205270,1760553000,2226181000
NN_HNX-INDEX,20210809,84320,137212597,34981382,205270,1760553000,2226181000
NN_VNINDEX,20210809,84320,636278900,0,205270,1760553000,2226181000
NN_HNX-INDEX,20210806,84320,135407116,36524947,205270,1760553000,2226181000
NN_VNINDEX,20210806,84320,663742700,52673477,205270,1760553000,2226181000
NN_HNX-INDEX,20210805,84320,134164621,20051940,205270,1760553000,2226181000
NN_VNINDEX,20210805,84320,570804900,39613480,205270,1760553000,2226181000
NN_HNX-INDEX,20210804,84320,119130027,940179,205270,1760553000,2226181000
NN_VNINDEX,20210804,84320,609611000,34169903,205270,1760553000,2226181000
NN_HNX-INDEX,20210803,84320,113092156,552201,205270,1760553000,2226181000
NN_VNINDEX,20210803,84320,603630100,24312152,205270,1760553000,2226181000
NN_HNX-INDEX,20210802,84320,102623778,5033370,205270,1760553000,2226181000
